Player,Team,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G,A,P
Andrej Meszaros,--,L,D,1985-10-13,Pova_x001a_ská Bystrica,--,SVK,SVK,74,223,2004,1,23,20052006,N,60,7,7,14
Marc Methot,--,L,D,1985-06-21,Ottawa,ON,CAN,CAN,76,230,2003,6,168,20062007,N,45,1,10,11
Milan Michalek,--,L,L,1984-12-07,Jindrichuv Hradec,--,CZE,CZE,74,225,2003,1,6,20032004,N,66,13,21,34
Zbynek Michalek,--,R,D,1982-12-23,Jindrichuv Hradec,--,CZE,CZE,74,210,--,--,--,20032004,N,68,4,8,12
Drew Miller,--,L,L,1984-02-17,Dover,NJ,USA,USA,74,183,2003,6,186,20072008,N,82,5,8,13
J.T. Miller,VAN,L,C,1993-03-14,East Palestine,OH,USA,USA,73,218,2011,1,15,20122013,N,58,10,13,23
Kevan Miller,--,R,D,1987-11-15,Los Angeles,CA,USA,USA,74,210,--,--,--,20132014,N,41,2,5,7
John Mitchell,--,L,C,1985-01-22,Oakville,ON,CAN,CAN,73,204,2003,5,158,20082009,N,68,11,15,26
Torrey Mitchell,--,R,C,1985-01-30,Greenfield Park,QC,CAN,CAN,71,186,2004,4,126,20072008,N,65,6,8,14
Willie Mitchell,--,L,D,1977-04-23,Port McNeill,BC,CAN,CAN,75,210,1996,8,199,19992000,N,66,3,5,8
Travis Moen,--,L,L,1982-04-06,Stewart Valley,SK,CAN,CAN,74,215,2000,5,155,20032004,N,44,3,6,9
Sean Monahan,WPG,L,C,1994-10-12,Brampton,ON,CAN,CAN,74,202,2013,1,6,20132014,N,81,31,31,62
Dominic Moore,--,L,C,1980-08-03,Thornhill,ON,CAN,CAN,72,192,2000,3,95,20032004,N,82,10,17,27
John Moore,--,L,D,1990-11-19,Winnetka,IL,USA,USA,75,207,2009,1,21,20102011,N,57,2,9,11
Jeremy Morin,--,R,L,1991-04-16,Auburn,NY,USA,USA,73,195,2009,2,45,20102011,N,43,2,4,6
Brenden Morrow,--,L,L,1979-01-16,Carlyle,SK,CAN,CAN,71,212,1997,1,25,19992000,N,70,3,5,8
Joe Morrow,--,L,D,1992-12-09,Edmonton,AB,CAN,CAN,72,196,2011,1,23,20142015,N,15,1,0,1
David Moss,--,R,R,1981-12-28,Livonia,MI,USA,USA,76,210,2001,7,220,20062007,N,60,4,8,12
Matt Moulson,--,L,L,1983-11-01,North York,ON,CAN,CAN,73,203,2003,9,263,20072008,N,77,13,28,41
Mirco Mueller,--,L,D,1995-03-21,Winterthur,--,CHE,CHE,75,210,2013,1,18,20142015,N,39,1,3,4
Connor Murphy,CHI,R,D,1993-03-26,Dublin,OH,USA,USA,76,212,2011,1,20,20132014,N,73,4,3,7
Ryan Murphy,--,R,D,1993-03-31,Aurora,ON,CAN,CAN,71,175,2011,1,12,20122013,N,37,4,9,13
Ryan Murray,--,L,D,1993-09-27,Regina,SK,CAN,CAN,73,206,2012,1,2,20132014,N,12,1,2,3
Jake Muzzin,TOR,L,D,1989-02-21,Woodstock,ON,CAN,CAN,75,227,2007,5,141,20102011,N,76,10,31,41
Tyler Myers,VAN,R,D,1990-02-01,Houston,TX,USA,CAN,80,229,2008,1,12,20092010,N,71,7,21,28
Vladislav Namestnikov,WPG,L,C,1992-11-22,Zhukovskiy,--,RUS,RUS,72,181,2011,1,27,20132014,N,43,9,7,16
Rick Nash,--,L,L,1984-06-16,Brampton,ON,CAN,CAN,76,211,2002,1,1,20022003,N,79,42,27,69
Riley Nash,NYR,R,C,1989-05-09,Consort,AB,CAN,CAN,73,187,2007,1,21,20112012,N,68,8,17,25
James Neal,--,L,L,1987-09-03,Whitby,ON,CAN,CAN,75,212,2005,2,33,20082009,N,67,23,14,37
Chris Neil,--,R,R,1979-06-18,Flesherton,ON,CAN,CAN,73,209,1998,6,161,20012002,N,38,4,3,7
Brock Nelson,NYI,L,C,1991-10-15,Warroad,MN,USA,USA,76,210,2010,1,30,20132014,N,82,20,22,42
Patrik Nemeth,--,L,D,1992-02-08,Stockholm,--,SWE,SWE,76,230,2010,2,41,20132014,N,22,0,3,3
Nikita Nesterov,--,L,D,1993-03-28,Chelyabinsk,--,RUS,RUS,71,191,2011,5,148,20142015,N,27,2,5,7
Andrej Nestrasil,--,L,C,1991-02-22,Prague,--,CZE,CZE,75,200,2009,3,75,20142015,N,54,7,13,20
Nino Niederreiter,WPG,L,R,1992-09-08,Chur,--,CHE,CHE,74,218,2010,1,5,20102011,N,80,24,13,37
Frans Nielsen,--,L,C,1984-04-24,Herning,--,DNK,DNK,73,186,2002,3,87,20062007,N,78,14,29,43
Matt Nieto,PIT,L,L,1992-11-05,Long Beach,CA,USA,USA,71,187,2011,2,47,20132014,N,72,10,17,27
Nikita Nikitin,--,L,D,1986-06-16,Omsk,--,RUS,RUS,76,217,2004,5,136,20102011,N,42,4,6,10
Matt Niskanen,--,R,D,1986-12-06,Virginia,MN,USA,USA,73,203,2005,1,28,20072008,N,82,4,27,31
Jordan Nolan,--,L,C,1989-06-23,"Garden River, First Nations",ON,CAN,CAN,75,219,2009,7,186,20112012,N,60,6,3,9
Joakim Nordstrom,--,L,C,1992-02-25,Stockholm,--,SWE,SWE,73,194,2010,3,90,20132014,N,38,0,3,3
Ryan Nugent-Hopkins,EDM,L,C,1993-04-12,Burnaby,BC,CAN,CAN,73,192,2011,1,1,20112012,N,76,24,32,56
Gustav Nyquist,NSH,L,C,1989-09-01,Halmstad,--,SWE,SWE,71,180,2008,4,121,20112012,N,82,27,27,54
Eric Nystrom,--,L,L,1983-02-14,Syosset,NY,USA,USA,73,200,2002,1,10,20052006,N,60,7,5,12
Liam O'Brien,ARI,L,C,1994-07-29,Halifax,NS,CAN,CAN,73,213,--,--,--,20142015,N,13,1,1,2
Eric O'Dell,--,R,C,1990-06-21,Ottawa,ON,CAN,CAN,73,200,2008,2,39,20132014,N,11,0,1,1
Ryan O'Reilly,NSH,L,C,1991-02-07,Clinton,ON,CAN,CAN,73,207,2009,2,33,20092010,N,82,17,38,55
Johnny Oduya,--,L,D,1981-10-01,Stockholm,--,SWE,SWE,72,191,2001,7,221,20062007,N,76,2,8,10
Kyle Okposo,FLA,R,R,1988-04-16,St. Paul,MN,USA,USA,72,216,2006,1,7,20072008,N,60,18,33,51
Jamie Oleksiak,SEA,L,D,1992-12-21,Toronto,ON,CAN,CAN,79,257,2011,1,14,20122013,N,36,1,7,8
Dylan Olsen,--,L,D,1991-01-03,Salt Lake City,UT,USA,USA,74,223,2009,1,28,20112012,N,44,2,6,8
Brooks Orpik,--,L,D,1980-09-26,San Francisco,CA,USA,USA,75,217,2000,1,18,20022003,N,78,0,19,19
T.J. Oshie,WSH,R,R,1986-12-23,Everett,WA,USA,USA,72,187,2005,1,24,20082009,N,72,19,36,55
Steve Ott,--,L,C,1982-08-19,Summerside,PE,CAN,CAN,72,193,2000,1,25,20022003,N,78,3,9,12
Xavier Ouellet,PIT,L,D,1993-07-29,Bayonne,--,FRA,FRA,72,197,2011,2,48,20132014,N,21,2,1,3
Alex Ovechkin,WSH,R,L,1985-09-17,Moscow,--,RUS,RUS,75,238,2004,1,1,20052006,N,81,53,28,81
Magnus Paajarvi,--,L,L,1991-04-12,Norrkoping,--,SWE,SWE,75,206,2009,1,10,20102011,N,10,0,1,1
Max Pacioretty,WSH,L,L,1988-11-20,New Canaan,CT,USA,USA,74,217,2007,1,22,20082009,N,80,37,30,67
Jean-Gabriel Pageau,NYI,R,C,1992-11-11,Ottawa,ON,CAN,CAN,71,185,2011,4,96,20122013,N,50,10,9,19
Daniel Paille,--,L,L,1984-04-15,Welland,ON,CAN,CAN,73,200,2002,1,20,20052006,N,71,6,7,13
Iiro Pakarinen,--,R,R,1991-08-25,Loviisa,--,FIN,FIN,73,212,2011,7,184,20142015,N,17,1,2,3
Ondrej Palat,NJD,L,L,1991-03-28,Frydek-Mistek,--,CZE,CZE,72,194,2011,7,208,20122013,N,75,16,47,63
Kyle Palmieri,NYI,R,C,1991-02-01,Smithtown,NY,USA,USA,71,196,2009,1,26,20102011,N,57,14,15,29
Richard Panik,--,L,R,1991-02-07,Martin,--,SVK,SVK,74,203,2009,2,52,20122013,N,76,11,6,17
Cedric Paquette,--,L,C,1993-08-13,Gaspe,QC,CAN,CAN,72,205,2012,4,101,20132014,N,64,12,7,19
Adam Pardy,--,L,D,1984-03-29,Bonavista,NL,CAN,CAN,76,227,2004,6,173,20082009,N,55,0,9,9
PA Parenteau,--,R,R,1983-03-24,Hull,QC,CAN,CAN,72,200,2001,9,264,20062007,N,56,8,14,22
Zach Parise,COL,L,L,1984-07-28,Minneapolis,MN,USA,USA,71,195,2003,1,17,20052006,N,74,33,29,62
David Pastrnak,BOS,R,R,1996-05-25,Havirov,--,CZE,CZE,72,196,2014,1,25,20142015,N,46,10,17,27
Greg Pateryn,--,R,D,1990-06-20,Sterling Heights,MI,USA,USA,74,221,2008,5,128,20122013,N,17,0,0,0
Joe Pavelski,DAL,R,C,1984-07-11,Plover,WI,USA,USA,73,196,2003,7,205,20062007,N,82,37,33,70
Tanner Pearson,MTL,L,L,1992-08-10,Kitchener,ON,CAN,CAN,73,207,2012,1,30,20132014,N,42,12,4,16
Anthony Peluso,--,R,R,1989-04-18,North York,ON,CAN,CAN,75,225,2007,6,160,20122013,N,49,1,1,2
Mathieu Perreault,--,L,C,1988-01-05,Drummondville,QC,CAN,CAN,70,189,2006,6,177,20092010,N,62,18,23,41
David Perron,DET,R,L,1988-05-28,Sherbrooke,QC,CAN,CAN,72,195,2007,1,26,20072008,N,81,17,24,41
Corey Perry,EDM,R,R,1985-05-16,Peterborough,ON,CAN,CAN,75,208,2003,1,28,20052006,N,67,33,22,55
Alexander Petrovic,DAL,R,D,1992-03-03,Edmonton,AB,CAN,CAN,77,208,2010,2,36,20122013,N,33,0,3,3
Jeff Petry,DET,R,D,1987-12-09,Ann Arbor,MI,USA,USA,75,208,2006,2,45,20102011,N,78,7,15,22
Dion Phaneuf,--,L,D,1985-04-10,Edmonton,AB,CAN,CAN,76,222,2003,1,9,20052006,N,70,3,26,29
Chris Phillips,--,L,D,1978-03-09,Calgary,AB,CAN,CAN,75,219,1996,1,1,19971998,N,36,0,3,3
Alex Pietrangelo,VGK,R,D,1990-01-18,King City,ON,CAN,CAN,75,215,2008,1,4,20082009,N,81,7,39,46
Steven Pinizzotto,--,R,R,1984-04-26,Mississauga,ON,CAN,CAN,73,205,--,--,--,20122013,N,18,2,2,4
Brandon Pirri,--,L,C,1991-04-10,Toronto,ON,CAN,CAN,73,180,2009,2,59,20102011,N,49,22,2,24
Tyler Pitlick,NYR,R,C,1991-11-01,Minneapolis,MN,USA,USA,74,199,2010,2,31,20132014,N,17,2,0,2
Tomas Plekanec,--,L,C,1982-10-31,Kladno,--,CZE,CZE,71,190,2001,3,71,20032004,N,82,26,34,60
Roman Polak,--,R,D,1986-04-28,Ostrava,--,CZE,CZE,74,240,2004,6,180,20062007,N,56,5,4,9
Jason Pominville,--,R,R,1982-11-30,Repentigny,QC,CAN,CAN,71,180,2001,2,55,20032004,N,82,18,36,54
Chris Porter,--,L,L,1984-05-29,Toronto,ON,CAN,CAN,73,206,2003,9,282,20082009,N,24,1,1,2
Paul Postma,--,R,D,1989-02-22,Red Deer,AB,CAN,CAN,75,195,2007,7,205,20102011,N,42,2,4,6
Benoit Pouliot,--,L,L,1986-09-29,Alfred,ON,CAN,CAN,75,200,2005,1,4,20062007,N,58,19,15,34
Derrick Pouliot,DAL,L,D,1994-01-16,Estevan,SK,CAN,CAN,73,204,2012,1,8,20142015,N,34,2,5,7
Nate Prosser,--,R,D,1986-05-07,Elk River,MN,USA,USA,74,201,--,--,--,20092010,N,63,2,5,7
Dalton Prout,--,R,D,1990-03-13,Kingsville,ON,CAN,CAN,75,215,2010,6,154,20112012,N,63,0,8,8
Brandon Prust,--,L,L,1984-03-16,London,ON,CAN,CAN,72,195,2004,3,70,20062007,N,82,4,14,18
Matt Puempel,--,L,L,1993-01-24,Windsor,ON,CAN,CAN,73,201,2011,1,24,20142015,N,13,2,1,3
Teemu Pulkkinen,--,R,L,1992-01-02,Vantaa,--,FIN,FIN,70,185,2010,4,111,20132014,N,31,5,3,8
Teddy Purcell,--,R,L,1985-09-08,St. John's,NL,CAN,CAN,74,195,--,--,--,20072008,N,82,12,22,34
Kyle Quincey,--,L,D,1985-08-12,Kitchener,ON,CAN,CAN,74,210,2003,4,132,20052006,N,73,3,15,18
Michael Raffl,--,L,L,1988-12-01,Villach,--,AUT,AUT,73,205,--,--,--,20132014,N,67,21,7,28
Rickard Rakell,PIT,R,R,1993-05-05,Sundbyberg,--,SWE,SWE,73,195,2011,1,30,20122013,N,71,9,22,31
Victor Rask,--,L,C,1993-03-01,Leksand,--,SWE,SWE,74,199,2011,2,42,20142015,N,80,11,22,33
Ty Rattie,--,R,R,1993-02-05,Calgary,AB,CAN,CAN,72,183,2011,2,32,20132014,N,11,0,2,2
Mason Raymond,--,L,L,1985-09-17,Cochrane,AB,CAN,CAN,73,179,2005,2,51,20072008,N,57,12,11,23
Matt Read,--,R,R,1986-06-14,Ilderton,ON,CAN,CAN,70,188,--,--,--,20112012,N,80,8,22,30
Ryan Reaves,TOR,R,R,1987-01-20,Winnipeg,MB,CAN,CAN,74,226,2005,5,156,20102011,N,81,6,6,12
Zach Redmond,--,R,D,1988-07-26,Traverse City,MI,USA,USA,74,212,2008,7,184,20122013,N,59,5,15,20
Robyn Regehr,--,L,D,1980-04-19,Recife,--,BRA,CAN,75,222,1998,1,19,19992000,N,67,3,10,13
Borna Rendulic,--,R,R,1992-03-25,Zagreb,--,HRV,HRV,74,200,--,--,--,20142015,N,11,1,1,2
Mike Ribeiro,--,L,C,1980-02-10,Montréal,QC,CAN,CAN,72,179,1998,2,45,19992000,N,82,15,47,62
Brad Richards,--,L,C,1980-05-02,Murray Harbour,PE,CAN,CAN,72,199,1998,3,64,20002001,N,76,12,25,37
Mike Richards,--,L,C,1985-02-11,Kenora,ON,CAN,CAN,71,196,2003,1,24,20052006,N,53,5,11,16
Brad Richardson,--,L,R,1985-02-04,Belleville,ON,CAN,CAN,72,190,2003,5,163,20052006,N,45,8,13,21
Tobias Rieder,--,L,L,1993-01-10,Landshut,--,DEU,DEU,71,189,2011,4,114,20142015,N,72,13,8,21
Morgan Rielly,TOR,L,D,1994-03-09,Vancouver,BC,CAN,CAN,73,225,2012,1,5,20132014,N,81,8,21,29
Zac Rinaldo,--,L,C,1990-06-15,Mississauga,ON,CAN,CAN,70,192,2008,6,178,20112012,N,58,1,5,6
Rasmus Ristolainen,PHI,R,D,1994-10-27,Turku,--,FIN,FIN,76,208,2013,1,8,20132014,N,78,8,12,20
Brett Ritchie,--,R,R,1993-07-01,Orangeville,ON,CAN,CAN,76,215,2011,2,44,20142015,N,31,6,3,9
Colby Robak,--,L,D,1990-04-24,Dauphin,MB,CAN,CAN,75,194,2008,2,46,20112012,N,12,0,1,1
Stephane Robidas,--,R,D,1977-03-03,Sherbrooke,QC,CAN,CAN,71,190,1995,7,164,19992000,N,52,1,6,7
Antoine Roussel,--,L,L,1989-11-21,Roubaix,--,FRA,FRA,71,200,--,--,--,20122013,N,80,13,12,25
Derek Roy,--,L,C,1983-05-04,Ottawa,ON,CAN,CAN,69,184,2001,2,32,20032004,N,72,12,20,32
Michal Rozsival,--,R,D,1978-09-03,Vlasim,--,CZE,CZE,73,210,1996,4,105,19992000,N,65,1,12,13
David Rundblad,--,R,D,1990-10-08,Lycksele,--,SWE,SWE,74,187,2009,1,17,20112012,N,49,3,11,14
Kris Russell,--,L,D,1987-05-02,Caroline,AB,CAN,CAN,70,170,2005,3,67,20072008,N,79,4,30,34
Bryan Rust,PIT,R,R,1992-05-11,Pontiac,MI,USA,USA,71,192,2010,3,80,20142015,N,14,1,1,2
Tuomo Ruutu,--,L,L,1983-02-16,Vantaa,--,FIN,FIN,72,200,2001,1,9,20032004,N,77,7,6,13
Bobby Ryan,--,R,R,1987-03-17,Cherry Hill,NJ,USA,USA,74,208,2005,1,2,20072008,N,78,18,36,54
Michael Ryder,--,R,R,1980-03-31,Bonavista,NL,CAN,CAN,73,200,1998,8,216,20032004,N,47,6,13,19
Brandon Saad,STL,L,L,1992-10-27,Pittsburgh,PA,USA,USA,73,215,2011,2,43,20112012,N,82,23,29,52
Bryce Salvador,--,L,D,1976-02-11,Brandon,MB,CAN,CAN,75,215,1994,6,138,20002001,N,15,0,2,2
Mike Santorelli,--,R,C,1985-12-14,Vancouver,BC,CAN,CAN,72,189,2004,6,178,20082009,N,79,12,21,33
David Savard,MTL,R,D,1990-10-22,St-Hyacinthe,QC,CAN,CAN,73,238,2009,4,94,20112012,N,82,11,25,36
Luca Sbisa,--,L,D,1990-01-30,Ozieri,--,ITA,CHE,75,206,2008,1,19,20082009,N,76,3,8,11
Marco Scandella,STL,L,D,1990-02-23,Montréal,QC,CAN,CAN,75,212,2008,2,55,20102011,N,64,11,12,23
Colton Sceviour,--,R,C,1989-04-20,Red Deer,AB,CAN,CAN,72,190,2007,4,112,20102011,N,71,9,17,26
Tim Schaller,--,L,L,1990-11-16,Merrimack,NH,USA,USA,74,204,--,--,--,20142015,N,18,1,1,2
Mark Scheifele,WPG,R,C,1993-03-15,Kitchener,ON,CAN,CAN,75,207,2011,1,7,20112012,N,82,15,34,49
Brayden Schenn,STL,L,C,1991-08-22,Saskatoon,SK,CAN,CAN,73,199,2009,1,5,20092010,N,82,18,29,47
Luke Schenn,NSH,R,D,1989-11-02,Saskatoon,SK,CAN,CAN,74,225,2008,1,5,20082009,N,58,3,11,14
David Schlemko,--,L,D,1987-05-07,Edmonton,AB,CAN,CAN,73,191,--,--,--,20082009,N,44,1,3,4
Nate Schmidt,WPG,L,D,1991-07-16,St. Cloud,MN,USA,USA,72,192,--,--,--,20132014,N,39,1,3,4
Jordan Schroeder,--,R,C,1990-09-29,Lakeville,MN,USA,USA,69,170,2009,1,22,20122013,N,25,3,5,8
Justin Schultz,SEA,R,D,1990-07-06,Kelowna,BC,CAN,CAN,74,190,2008,2,43,20122013,N,81,6,25,31
Nick Schultz,--,L,D,1982-08-25,Strasbourg,SK,CAN,CAN,73,203,2000,2,33,20012002,N,80,2,13,15
Jaden Schwartz,SEA,L,C,1992-06-25,Wilcox,SK,CAN,CAN,70,185,2010,1,14,20112012,N,75,28,35,63
John Scott,--,L,L,1982-09-26,Edmonton,AB,CAN,CAN,80,260,--,--,--,20082009,N,38,3,1,4
Rob Scuderi,--,L,D,1978-12-30,Syosset,NY,USA,USA,73,216,1998,5,134,20032004,N,82,1,9,10
Brent Seabrook,TBL,R,D,1985-04-20,Richmond,BC,CAN,CAN,75,220,2003,1,14,20052006,N,82,8,23,31
Daniel Sedin,--,L,L,1980-09-26,Ornskoldsvik,--,SWE,SWE,73,190,1999,1,2,20002001,Y,82,20,56,76
Henrik Sedin,--,L,C,1980-09-26,Ornskoldsvik,--,SWE,SWE,74,183,1999,1,3,20002001,Y,82,18,55,73
Tyler Seguin,DAL,R,C,1992-01-31,Brampton,ON,CAN,CAN,73,207,2010,1,2,20102011,N,71,37,40,77
Dennis Seidenberg,--,L,D,1981-07-18,Schwenningen,--,DEU,DEU,72,199,2001,6,172,20022003,N,82,3,11,14
Jiri Sekac,--,L,L,1992-06-10,Kladno,--,CZE,CZE,73,185,--,--,--,20142015,N,69,9,14,23
Andrej Sekera,--,L,D,1986-06-08,Bojnice,--,SVK,SVK,72,200,2004,3,71,20062007,N,73,3,20,23
Alexander Semin,--,R,R,1984-03-03,Krasnojarsk,--,RUS,RUS,74,211,2002,1,13,20032004,N,57,6,13,19
Tim Sestito,--,L,L,1984-08-28,Rome,NY,USA,USA,71,195,--,--,--,20082009,N,15,0,2,2
Devin Setoguchi,--,R,R,1987-01-01,Taber,AB,CAN,CAN,72,205,2005,1,8,20072008,N,12,0,0,0
Damon Severson,CBJ,R,D,1994-08-07,Melville,SK,CAN,CAN,74,202,2012,2,60,20142015,N,51,5,12,17
Patrick Sharp,--,R,L,1981-12-27,Winnipeg,MB,CAN,CAN,73,200,2001,3,95,20022003,N,68,16,27,43
Kevin Shattenkirk,BOS,R,D,1989-01-29,New Rochelle,NY,USA,USA,72,203,2007,1,14,20102011,N,56,8,36,44
Andrew Shaw,--,R,R,1991-07-20,Belleville,ON,CAN,CAN,71,182,2011,5,139,20112012,N,79,15,11,26
Riley Sheahan,--,L,C,1991-12-07,St. Catharines,ON,CAN,CAN,74,214,2010,1,21,20112012,N,79,13,23,36
James Sheppard,--,L,C,1988-04-25,Halifax,NS,CAN,CAN,73,215,2006,1,9,20072008,N,71,7,11,18
Brendan Shinnimin,--,L,C,1991-01-07,Winnipeg,MB,CAN,CAN,70,185,--,--,--,20142015,N,12,0,1,1
Drew Shore,--,R,C,1991-01-29,Denver,CO,USA,USA,74,209,2009,2,44,20122013,N,11,1,2,3
Nicholas Shore,--,R,C,1992-09-26,Denver,CO,USA,USA,73,198,2011,3,82,20142015,N,34,1,6,7
Jakob Silfverberg,ANA,R,R,1990-10-13,Gavle,--,SWE,SWE,73,207,2009,2,39,20122013,N,81,13,26,39
Zach Sill,--,L,C,1988-05-24,Truro,NS,CAN,CAN,72,214,--,--,--,20132014,N,63,1,3,4
Wayne Simmonds,--,R,R,1988-08-26,Scarborough,ON,CAN,CAN,74,184,2007,2,61,20082009,N,75,28,22,50
Mike Sislo,--,R,R,1988-01-20,Superior,WI,USA,USA,71,190,--,--,--,20132014,N,10,0,1,1
Jack Skille,--,R,R,1987-05-19,Madison,WI,USA,USA,73,216,2005,1,7,20072008,N,45,6,2,8
Jeff Skinner,BUF,L,L,1992-05-16,Toronto,ON,CAN,CAN,71,200,2010,1,7,20102011,N,77,18,13,31
Jim Slater,--,L,C,1982-12-09,Lapeer,MI,USA,USA,72,195,2002,1,30,20052006,N,82,5,8,13
Ladislav Smid,--,L,D,1986-02-01,Frydlant,--,CZE,CZE,76,210,2004,1,9,20062007,N,31,0,1,1
Ben Smith,--,R,R,1988-07-11,Winston-Salem,NC,USA,USA,71,203,2008,6,169,20102011,N,80,7,7,14
Brendan Smith,NJD,L,D,1989-02-08,Mimico,ON,CAN,CAN,74,200,2007,1,27,20112012,N,76,4,9,13
Craig Smith,DAL,R,C,1989-09-05,Madison,WI,USA,USA,73,203,2009,4,98,20112012,N,82,23,21,44
Reilly Smith,PIT,L,R,1991-04-01,Mimico,ON,CAN,CAN,73,185,2009,3,69,20112012,N,81,13,27,40
Trevor Smith,--,L,C,1985-02-08,Ottawa,ON,CAN,CAN,73,195,--,--,--,20082009,N,54,2,3,5
Zack Smith,--,L,C,1988-04-05,Maple Creek,SK,CAN,CAN,74,208,2008,3,79,20082009,N,37,2,1,3
Devante Smith-Pelly,--,R,R,1992-06-14,Scarborough,ON,CAN,CAN,72,223,2010,2,42,20112012,N,74,6,14,20
Carl Soderberg,--,L,C,1985-10-12,Malmo,--,SWE,SWE,75,210,2004,2,49,20122013,N,82,13,31,44
Nick Spaling,--,L,C,1988-09-19,Palmerston,ON,CAN,CAN,73,198,2007,2,58,20092010,N,82,9,18,27
Jason Spezza,--,R,C,1983-06-13,Toronto,ON,CAN,CAN,75,219,2001,1,2,20022003,N,82,17,45,62
Ryan Spooner,--,L,C,1992-01-30,Ottawa,ON,CAN,CAN,71,191,2010,2,45,20122013,N,29,8,10,18
Jared Spurgeon,MIN,R,D,1989-11-29,Edmonton,AB,CAN,CAN,69,166,2008,6,156,20102011,N,66,9,16,25
Martin St. Louis,--,L,R,1975-06-18,Laval,QC,CAN,CAN,68,180,--,--,--,19981999,Y,74,21,31,52
Eric Staal,--,L,C,1984-10-29,Thunder Bay,ON,CAN,CAN,76,195,2003,1,2,20032004,N,77,23,31,54
Jordan Staal,CAR,L,C,1988-09-10,Thunder Bay,ON,CAN,CAN,76,220,2006,1,2,20062007,N,46,6,18,24
Marc Staal,PHI,L,D,1987-01-13,Thunder Bay,ON,CAN,CAN,76,208,2005,1,12,20072008,N,80,5,15,20
Drew Stafford,--,R,R,1985-10-30,Milwaukee,WI,USA,USA,74,215,2004,1,13,20062007,N,76,18,25,43
Matt Stajan,--,L,C,1983-12-19,Mississauga,ON,CAN,CAN,73,195,2002,2,57,20022003,N,59,7,10,17
Viktor Stalberg,--,L,L,1986-01-17,Gothenburg,--,SWE,SWE,75,209,2006,6,161,20092010,N,25,2,8,10
Steven Stamkos,TBL,R,C,1990-02-07,Markham,ON,CAN,CAN,73,193,2008,1,1,20082009,N,82,43,29,72
Ryan Stanton,--,L,D,1989-07-20,St. Albert,AB,CAN,CAN,74,205,--,--,--,20122013,N,54,3,8,11
Paul Stastny,--,L,C,1985-12-27,Quebec City,QC,CAN,USA,72,193,2005,2,44,20062007,N,74,16,30,46
Alexander Steen,--,L,L,1984-03-01,Winnipeg,MB,CAN,SWE,72,211,2002,1,24,20052006,N,74,24,40,64
Lee Stempniak,--,R,R,1983-02-04,West Seneca,NY,USA,USA,71,195,2003,5,148,20052006,N,71,15,13,28
Derek Stepan,--,R,C,1990-06-18,Hastings,MN,USA,USA,71,196,2008,2,51,20102011,N,68,16,39,55
Chris Stewart,--,R,R,1987-10-30,Toronto,ON,CAN,CAN,74,242,2006,1,18,20082009,N,81,14,22,36
Jarret Stoll,--,R,C,1982-06-24,Melville,SK,CAN,CAN,73,216,2002,2,36,20022003,N,73,6,11,17
Karl Stollery,--,L,D,1987-11-21,Camrose,AB,CAN,CAN,71,180,--,--,--,20132014,N,10,0,0,0
Mark Stone,VGK,R,R,1992-05-13,Winnipeg,MB,CAN,CAN,75,212,2010,6,178,20122013,N,80,26,38,64
Michael Stone,--,R,D,1990-06-07,Winnipeg,MB,CAN,CAN,75,210,2008,3,69,20112012,N,81,3,15,18
Clayton Stoner,--,L,D,1985-02-19,Port McNeill,BC,CAN,CAN,76,216,2004,3,79,20092010,N,69,1,7,8
Tyson Strachan,--,R,D,1984-10-30,Melfort,SK,CAN,CAN,75,210,2003,5,137,20082009,N,46,0,5,5
Brian Strait,--,L,D,1988-01-04,Waltham,MA,USA,USA,73,206,2006,3,65,20102011,N,52,2,5,7
Anton Stralman,--,R,D,1986-08-01,Tibro,--,SWE,SWE,71,193,2005,7,216,20072008,N,82,9,30,39
Mark Streit,--,L,D,1977-12-11,Bern,--,CHE,CHE,71,186,2004,9,262,20052006,N,81,9,43,52
Ryan Strome,ANA,R,C,1993-07-11,Mississauga,ON,CAN,CAN,73,191,2011,1,5,20132014,N,81,17,33,50
Brad Stuart,--,L,D,1979-11-06,Rocky Mountain House,AB,CAN,CAN,74,215,1998,1,3,19992000,N,65,3,10,13
Mark Stuart,--,L,D,1984-04-27,Rochester,MN,USA,USA,74,215,2003,1,21,20052006,N,70,2,12,14
P.K. Subban,--,R,D,1989-05-13,Toronto,ON,CAN,CAN,72,210,2007,2,43,20092010,N,82,15,45,60
Chris Summers,--,L,D,1988-02-05,Ann Arbor,MI,USA,USA,74,207,2006,1,29,20102011,N,20,0,3,3
Andrej Sustr,--,R,D,1990-11-29,Plzen,--,CZE,CZE,79,217,--,--,--,20122013,N,72,0,13,13
Ryan Suter,DAL,L,D,1985-01-21,Madison,WI,USA,USA,73,201,2003,1,7,20052006,N,77,2,36,38
Brandon Sutter,--,R,C,1989-02-14,Huntington,NY,USA,CAN,75,188,2007,1,11,20082009,N,80,21,12,33
Max Talbot,--,L,C,1984-02-11,Lemoyne,QC,CAN,CAN,71,186,2002,8,234,20052006,N,81,5,13,18
Chris Tanev,DAL,R,D,1989-12-20,Toronto,ON,CAN,CAN,74,193,--,--,--,20102011,N,70,2,18,20
